scheme_code,scheme_name,date,nav,fund_house,scheme_category
119092,HDFC Money Market Fund - Growth Option - Direct Plan,12-03-2026,6087.112,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,11-03-2026,6088.3404,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,10-03-2026,6086.6516,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,09-03-2026,6085.2288,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,06-03-2026,6084.2962,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,05-03-2026,6082.3927,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,04-03-2026,6081.0589,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,02-03-2026,6081.764,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,27-02-2026,6079.9195,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,26-02-2026,6078.8123,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,25-02-2026,6077.5886,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,24-02-2026,6076.1758,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,23-02-2026,6074.6388,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,20-02-2026,6071.6571,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,18-02-2026,6069.767,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,17-02-2026,6069.7063,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,16-02-2026,6069.3783,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,13-02-2026,6066.864,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,12-02-2026,6063.705,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,11-02-2026,6061.1204,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,10-02-2026,6058.8643,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,09-02-2026,6057.5032,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,06-02-2026,6054.9686,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,05-02-2026,6055.7449,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,04-02-2026,6053.3313,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,03-02-2026,6050.7733,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,02-02-2026,6047.2159,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,30-01-2026,6043.7838,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,29-01-2026,6041.3173,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,28-01-2026,6040.7842,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,27-01-2026,6041.4977,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,23-01-2026,6037.6453,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,22-01-2026,6037.506,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,21-01-2026,6034.6246,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,20-01-2026,6033.4329,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,19-01-2026,6033.5639,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,16-01-2026,6031.7639,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,14-01-2026,6031.499,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,13-01-2026,6030.9953,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,12-01-2026,6031.2329,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,09-01-2026,6028.4591,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,08-01-2026,6028.086,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,07-01-2026,6028.3846,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,06-01-2026,6028.7271,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,05-01-2026,6027.6905,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,02-01-2026,6025.268,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,01-01-2026,6024.7187,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,31-12-2025,6023.5454,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,30-12-2025,6020.3988,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,29-12-2025,6020.5172,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,26-12-2025,6017.7227,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,24-12-2025,6015.9944,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,23-12-2025,6013.8267,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,22-12-2025,6012.9635,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,19-12-2025,6009.9347,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,18-12-2025,6008.9502,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,17-12-2025,6007.8902,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,16-12-2025,6007.2035,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,15-12-2025,6006.304,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,12-12-2025,6004.0068,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,11-12-2025,6003.0596,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,10-12-2025,6002.278,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,09-12-2025,6002.302,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,08-12-2025,6002.0388,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,05-12-2025,5999.0953,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,04-12-2025,5996.9391,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,03-12-2025,5996.3511,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,02-12-2025,5995.7798,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,01-12-2025,5994.9936,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,28-11-2025,5992.5375,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,27-11-2025,5991.5695,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,26-11-2025,5990.4554,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,25-11-2025,5989.3488,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,24-11-2025,5988.0799,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,21-11-2025,5985.1789,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,20-11-2025,5984.2663,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,19-11-2025,5983.4016,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,18-11-2025,5982.3808,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,17-11-2025,5981.2066,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,14-11-2025,5978.3518,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,13-11-2025,5977.4171,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,12-11-2025,5976.3688,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,11-11-2025,5975.0374,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,10-11-2025,5973.9734,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,07-11-2025,5971.0247,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,06-11-2025,5969.9256,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,04-11-2025,5967.9587,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,03-11-2025,5966.9646,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,31-10-2025,5963.9425,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,30-10-2025,5962.9105,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,29-10-2025,5962.2436,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,28-10-2025,5961.2816,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,27-10-2025,5959.9594,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,24-10-2025,5957.0133,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,23-10-2025,5956.2661,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,20-10-2025,5953.5542,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,17-10-2025,5950.679,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,16-10-2025,5949.9941,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,15-10-2025,5949.6158,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,14-10-2025,5948.725,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,13-10-2025,5947.7955,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,10-10-2025,5944.8495,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,09-10-2025,5943.9808,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,08-10-2025,5943.1699,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,07-10-2025,5942.4446,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,06-10-2025,5941.7936,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,03-10-2025,5938.4748,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,01-10-2025,5935.6,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,30-09-2025,5933.5373,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,26-09-2025,5928.0474,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,25-09-2025,5927.3108,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,24-09-2025,5926.6741,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,23-09-2025,5925.9531,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,22-09-2025,5924.9723,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,19-09-2025,5922.1357,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,18-09-2025,5921.2244,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,17-09-2025,5919.7048,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,16-09-2025,5918.118,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,15-09-2025,5916.611,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,12-09-2025,5913.8365,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,11-09-2025,5913.2938,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,10-09-2025,5912.0041,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,09-09-2025,5911.3924,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,05-09-2025,5908.5683,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,04-09-2025,5907.6123,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,03-09-2025,5906.7644,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,02-09-2025,5905.9868,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,01-09-2025,5905.5718,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,29-08-2025,5902.9876,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,28-08-2025,5902.4099,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,26-08-2025,5900.7107,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,25-08-2025,5899.9888,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,22-08-2025,5897.2374,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,21-08-2025,5896.2147,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,20-08-2025,5895.2164,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,19-08-2025,5894.2742,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,18-08-2025,5892.9896,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,14-08-2025,5889.2636,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,13-08-2025,5888.1247,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,12-08-2025,5887.3908,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,11-08-2025,5887.2286,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,08-08-2025,5884.8484,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,07-08-2025,5884.0837,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,06-08-2025,5883.3045,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,05-08-2025,5883.4482,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,04-08-2025,5882.1589,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,01-08-2025,5878.7932,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,31-07-2025,5877.5109,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,30-07-2025,5876.5092,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,29-07-2025,5875.6626,HDFC Mutual Fund,Debt Scheme - Money Market Fund
119092,HDFC Money Market Fund - Growth Option - Direct Plan,28-07-2025,5875.1043,HDFC Mutual Fund,Debt Scheme - Money Market Fund
