amfi_code,scheme_name,fund_house,category,sub_category,expense_ratio_pct,cagr_1yr_pct,cagr_3yr_pct,cagr_5yr_pct,sharpe_ratio,sortino_ratio,max_drawdown_pct,worst_dd_start,worst_dd_end,scorecard
149323,DSP Midcap Fund - Regular - Growth,DSP Mutual Fund,Equity,Mid Cap,1.61,21.497414349538225,26.863103668817146,29.581086910433996,0.8328852279505965,1.167793379907482,-17.24810575345138,2022-06-06,2022-10-24,66.75
118632,Nippon India Large Cap Fund - Regular - Growth,Nippon India MF,Equity,Large Cap,1.51,34.007895823651204,22.646647456747715,24.049492662391756,0.7588510310771438,1.0988795112458636,-17.41407508665723,2024-01-02,2024-07-19,66.56
119552,SBI Bluechip Fund - Direct Plan - Growth,SBI Mutual Fund,Equity,Large Cap,0.66,5.7101178520777784,16.263375081360643,21.524235873769705,0.6482414723266906,0.9265632920561693,-11.803493502764296,2024-05-21,2024-09-02,64.75
125497,HDFC Top 100 Fund - Direct Plan - Growth,HDFC Mutual Fund,Equity,Large Cap,0.92,28.6975804558778,18.429918008610045,19.017795344711462,0.5062729716095955,0.734797599748163,-15.200013055606398,2023-12-22,2025-01-01,59.25
118633,Nippon India Large Cap Fund - Direct - Growth,Nippon India MF,Equity,Large Cap,0.72,25.559539940517382,21.084691029380597,16.274217354504273,0.3888288460001742,0.5886328565297931,-18.62974313859551,2023-10-30,2024-02-29,58.56
118635,Nippon India ETF Nifty 50 BeES,Nippon India MF,Equity,Index/ETF,0.89,22.510248103762276,20.00321571698329,15.957231179671737,0.39318819691240553,0.5694261625753934,-11.650624505409091,2022-01-03,2022-06-09,58.38
102885,UTI Nifty 50 Index Fund - Regular - Growth,UTI Mutual Fund,Equity,Index,1.57,20.222858595384665,19.662361245910965,18.23237888770595,0.5197971450361778,0.7729719235511073,-10.85986215250232,2022-02-03,2022-03-29,55.0
120503,ICICI Pru Bluechip Fund - Regular - Growth,ICICI Prudential MF,Equity,Large Cap,1.42,8.495135972254552,13.974980348212673,18.785325598262204,0.5165503915082101,0.7329158023031636,-13.897862823061635,2023-09-19,2023-11-09,53.62
148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,Mirae Asset MF,Equity,Large & Mid Cap,1.52,14.279834500870736,14.744434832760533,22.516869007113847,0.6406730942266642,0.955767194381326,-15.27259422823477,2023-09-05,2024-01-24,53.44
120506,ICICI Pru Value Discovery Fund - Regular - Growth,ICICI Prudential MF,Equity,Value,1.41,41.85299002066023,18.417429266835228,17.08486725575018,0.40461547832920475,0.5781364061026485,-19.82565826298267,2023-03-31,2023-08-14,51.75
119093,Axis Bluechip Fund - Direct - Growth,Axis Mutual Fund,Equity,Large Cap,0.75,19.781538524100494,20.8115598266319,7.897557854375958,-0.04707325681075911,-0.06789981210009612,-21.751396370148225,2022-02-24,2023-05-22,48.25
102887,UTI Flexi Cap Fund - Regular - Growth,UTI Mutual Fund,Equity,Flexi Cap,1.64,13.59304393755194,25.549670172502026,16.84112024730753,0.3846373345033844,0.571857543023029,-21.539827112383225,2022-01-03,2022-07-04,46.19
149322,DSP Top 100 Equity Fund - Regular - Growth,DSP Mutual Fund,Equity,Large Cap,1.54,18.12461925339035,18.03973982038829,13.393275924001857,0.2396633677728517,0.33295209417121097,-14.844576917771747,2022-01-03,2022-02-04,43.69
125498,HDFC Mid-Cap Opportunities Fund - Direct - Growth,HDFC Mutual Fund,Equity,Mid Cap,0.78,15.455077019290385,11.242518737374208,11.301817123279978,0.13479784106103954,0.19294712720125923,-21.11727956013212,2025-04-04,2025-09-12,42.75
118634,Nippon India Small Cap Fund - Regular - Growth,Nippon India MF,Equity,Small Cap,1.53,15.822866445588701,8.0060298597036,16.373474033415757,0.29234325101099307,0.41130360047665027,-23.34488614483311,2025-04-09,2026-02-20,40.19
120841,Kotak Bluechip Fund - Regular - Growth,Kotak Mahindra MF,Equity,Large Cap,1.59,16.849551529398422,17.263014444437943,13.53221114899239,0.25511741256223125,0.3766193408262903,-17.57361416468729,2024-01-09,2025-02-14,39.38
120507,ICICI Pru Liquid Fund - Regular - Growth,ICICI Prudential MF,Debt,Liquid,0.74,7.430320855847317,7.392538786263403,7.237539728384412,-3.6501838785684795,-7.208233748898268,-0.09773140045925555,2025-10-16,2025-10-20,38.62
120844,Kotak Liquid Fund - Regular - Growth,Kotak Mahindra MF,Debt,Liquid,0.6,7.125369741102916,6.694394239074852,6.915272985067156,-4.000348969233409,-7.768003070332341,-0.11629327956168556,2024-04-12,2024-04-30,38.0
118636,Nippon India Gilt Securities Fund - Regular - Growth,Nippon India MF,Debt,Gilt,0.55,10.462462788080341,4.061259859840338,5.316889625171273,-0.8505789759662294,-1.2383022198784408,-8.316361763638703,2023-02-09,2024-02-09,35.88
119120,SBI Magnum Gilt Fund - Regular Plan - Growth,SBI Mutual Fund,Debt,Gilt,0.77,5.525880326360788,5.838988442093762,5.889418716346717,-0.7430986305648412,-1.045909778283203,-4.328728923970093,2024-09-16,2025-04-01,35.0
100025,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt,Short Duration,0.56,3.7075527018896492,3.9154793546847033,4.458209619173137,-1.0399413574427758,-1.4612200367895027,-4.308263824636349,2023-05-23,2023-07-28,33.12
101208,ABSL Liquid Fund - Regular - Growth,Aditya Birla Sun Life MF,Debt,Liquid,0.79,7.241777200393584,6.314299292105274,6.509026855465327,-4.650400707150914,-8.741654278994412,-0.16224980244717857,2023-09-05,2023-09-12,32.88
120842,Kotak Emerging Equity Fund - Regular - Growth,Kotak Mahindra MF,Equity,Mid Cap,1.56,22.518986942465922,7.75416750547262,6.701543482038463,-0.058166811414922526,-0.08069596764131792,-24.003511326274886,2023-11-09,2024-10-17,28.25
119599,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,Equity,Small Cap,0.72,13.957994357447735,-1.337083602283895,2.054484701809378,-0.13617811182970377,-0.19003542050379565,-52.57422117012851,2023-01-17,2025-10-28,24.56
119092,Axis Bluechip Fund - Regular - Growth,Axis Mutual Fund,Equity,Large Cap,1.64,1.61022963455828,0.5257668501786883,6.367989237605243,-0.13100916883965188,-0.18918833169513888,-14.401617909337261,2023-10-12,2025-02-07,23.19
101207,ABSL Small Cap Fund - Regular - Growth,Aditya Birla Sun Life MF,Equity,Small Cap,1.53,-24.000309180292632,-4.151453816140693,7.938764837247714,0.052618136475855025,0.07566830445152811,-35.44691649336603,2024-11-21,2026-05-11,22.69
119095,Axis Small Cap Fund - Regular - Growth,Axis Mutual Fund,Equity,Small Cap,1.38,-42.81949516662213,-11.703299329834216,1.5215045330823962,-0.15165815861644155,-0.21634600934828307,-51.677753708526566,2025-05-22,2026-05-11,17.88
102886,UTI Mid Cap Fund - Regular - Growth,UTI Mutual Fund,Equity,Mid Cap,1.51,-16.807959958672036,-0.7672319440258146,1.1717454918341197,-0.2948889128510891,-0.4205889785291457,-28.00112356639287,2025-01-07,2026-04-27,16.19
100016,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity,Large Cap,1.55,-2.2257773892688015,1.2923525892154508,2.637074367211101,-0.3210192604995431,-0.4728224084369747,-24.734440880673304,2022-03-30,2022-09-15,15.0
